comments,description,duration,event,film_date,languages,main_speaker,published_date,ratings,tags,title,views
342,"Cross-country skier Janine Shepherd hoped for an Olympic medal -- until she was hit by a truck during a training bike ride. She shares a powerful story about the human potential for recovery. Her message: you are not your body, and giving up old dreams can allow new ones to soar.",1137,TEDxKC,1349049600,31,Janine Shepherd,1354118446,"[{'id': 3, 'name': 'Courageous', 'count': 842}, {'id': 10, 'name': 'Inspiring', 'count': 1471}, {'id': 24, 'name': 'Persuasive', 'count': 117}, {'id': 1, 'name': 'Beautiful', 'count': 370}, {'id': 22, 'name': 'Fascinating', 'count': 190}, {'id': 7, 'name': 'Funny', 'count': 90}, {'id': 23, 'name': 'Jaw-dropping', 'count': 280}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 25, 'name': 'OK', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 8, 'name': 'Informative', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 8}]","['Human body', 'TEDx', 'body language', 'health', 'health care', 'identity', 'storytelling']",A broken body isn't a broken person,1367089
74,"As natural garbage collectors, vultures are vital to our ecosystem -- so why all the bad press? Why are so many in danger of extinction? Raptor biologist Munir Virani says we need to pay more attention to these unique and misunderstood creatures, to change our perception and save the vultures.",401,TED@Nairobi,1336176000,33,Munir Virani,1354204935,"[{'id': 10, 'name': 'Inspiring', 'count': 100}, {'id': 8, 'name': 'Informative', 'count': 248}, {'id': 7, 'name': 'Funny', 'count': 68}, {'id': 24, 'name': 'Persuasive', 'count': 160}, {'id': 3, 'name': 'Courageous', 'count': 18}, {'id': 1, 'name': 'Beautiful', 'count': 45}, {'id': 22, 'name': 'Fascinating', 'count': 79}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 9, 'name': 'Ingenious', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 0}]","['Africa', 'Egypt', 'adventure', 'animals', 'bacteria', 'biodiversity', 'biology', 'birds', 'conservation', 'ecology', 'environment', 'history', 'nature', 'pollution', 'science', 'wind energy']",Why I love vultures,926948
183,"People don't just cook anymore -- they're cooking, texting, talking on the phone, watching YouTube and uploading photos of the awesome meal they just made. Designer Paolo Cardini questions the efficiency of our multitasking world and makes the case for -- gasp -- ""monotasking.""",172,TEDGlobal 2012,1340755200,48,Paolo Cardini,1354291786,"[{'id': 25, 'name': 'OK', 'count': 328}, {'id': 21, 'name': 'Unconvincing', 'count': 397}, {'id': 7, 'name': 'Funny', 'count': 457}, {'id': 3, 'name': 'Courageous', 'count': 62}, {'id': 24, 'name': 'Persuasive', 'count': 193}, {'id': 8, 'name': 'Informative', 'count': 107}, {'id': 10, 'name': 'Inspiring', 'count': 284}, {'id': 22, 'name': 'Fascinating', 'count': 62}, {'id': 1, 'name': 'Beautiful', 'count': 44}, {'id': 2, 'name': 'Confusing', 'count': 62}, {'id': 9, 'name': 'Ingenious', 'count': 104}, {'id': 26, 'name': 'Obnoxious', 'count': 45}, {'id': 11, 'name': 'Longwinded', 'count': 25}, {'id': 23, 'name': 'Jaw-dropping', 'count': 11}]","['culture', 'design', 'humor', 'product design', 'technology']","Forget multitasking, try monotasking",2324212
238,"Throughout the history of Islam, says journalist Bobby Ghosh, there have been two sides to jihad: one, internal, a personal struggle to be better, the other external. A small minority has appropriated the second meaning, using it as an excuse for deadly global violence against ""the West."" Ghosh suggests it's time to reclaim the word.",991,TEDxGeorgetown,1348876800,23,Bobby Ghosh,1354552084,"[{'id': 26, 'name': 'Obnoxious', 'count': 26}, {'id': 8, 'name': 'Informative', 'count': 275}, {'id': 22, 'name': 'Fascinating', 'count': 74}, {'id': 3, 'name': 'Courageous', 'count': 80}, {'id': 24, 'name': 'Persuasive', 'count': 134}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}, {'id': 10, 'name': 'Inspiring', 'count': 126}, {'id': 21, 'name': 'Unconvincing', 'count': 79}, {'id': 1, 'name': 'Beautiful', 'count': 22}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 7, 'name': 'Funny', 'count': 0}]","['Egypt', 'TEDx', 'culture', 'faith', 'global issues', 'politics', 'religion', 'terrorism', 'war']",Why global jihad is losing,660569
129,"If you had to walk a mile for a jug of water every day, as millions of people do, it's unlikely you'd use that precious water to bathe. Young entrepreneur Ludwick Marishane tells the amazing, funny story of how he invented a cheap, clean and convenient solution: DryBath, the world's first bath-substituting lotion.",313,TED@Johannesburg,1336003200,34,Ludwick Marishane,1354637235,"[{'id': 3, 'name': 'Courageous', 'count': 85}, {'id': 9, 'name': 'Ingenious', 'count': 341}, {'id': 10, 'name': 'Inspiring', 'count': 465}, {'id': 7, 'name': 'Funny', 'count': 257}, {'id': 1, 'name': 'Beautiful', 'count': 46}, {'id': 22, 'name': 'Fascinating', 'count': 139}, {'id': 8, 'name': 'Informative', 'count': 94}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 23, 'name': 'Jaw-dropping', 'count': 78}, {'id': 24, 'name': 'Persuasive', 'count': 44}, {'id': 25, 'name': 'OK', 'count': 47}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 3}]","['Africa', 'business', 'entrepreneur', 'global development', 'innovation', 'invention', 'water']",A bath without water,1594495
102,Jeff Smith spent a year in prison. But what he discovered inside wasn't what he expected -- he saw in his fellow inmates boundless ingenuity and business savvy. He asks: Why don't we tap this entrepreneurial potential to help ex-prisoners contribute to society once they're back outside? (From the TED Talent Search event TED@NewYork.),300,TED@New York,1339027200,32,Jeff Smith,1354723200,"[{'id': 8, 'name': 'Informative', 'count': 186}, {'id': 25, 'name': 'OK', 'count': 77}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 24, 'name': 'Persuasive', 'count': 106}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 22, 'name': 'Fascinating', 'count': 56}, {'id': 3, 'name': 'Courageous', 'count': 80}, {'id': 10, 'name': 'Inspiring', 'count': 97}, {'id': 21, 'name': 'Unconvincing', 'count': 34}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 1, 'name': 'Beautiful', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 11, 'name': 'Longwinded', 'count': 6}]","['business', 'prison']",Lessons in business ... from prison,1233545
145,"Each of our bodies is utterly unique, which is a lovely thought until it comes to treating an illness -- when every body reacts differently, often unpredictably, to standard treatment. Tissue engineer Nina Tandon talks about a possible solution: Using pluripotent stem cells to make personalized models of organs on which to test new drugs and treatments, and storing them on computer chips. (Call it extremely personalized medicine.)",379,TEDGlobal 2012,1340668800,31,Nina Tandon,1354810027,"[{'id': 24, 'name': 'Persuasive', 'count': 34}, {'id': 23, 'name': 'Jaw-dropping', 'count': 30}, {'id': 9, 'name': 'Ingenious', 'count': 85}, {'id': 22, 'name': 'Fascinating', 'count': 128}, {'id': 8, 'name': 'Informative', 'count': 136}, {'id': 10, 'name': 'Inspiring', 'count': 53}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 1, 'name': 'Beautiful', 'count': 16}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 3, 'name': 'Courageous', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 7, 'name': 'Funny', 'count': 6}]","['TED Fellows', 'biology', 'biotech', 'cancer', 'disease', 'engineering', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'physiology', 'science', 'synthetic biology', 'technology']",Could tissue engineering mean personalized medicine?,1063880
84,"Would you kill for a pair of Air Jordans? Lemon Andersen spins a tale of someone who did, reciting a poem by Reg E. Gaines. These verses taught Lemon that poetry could be about more than self-expression, and could sound like music when given rhythm and infused with the grit of the New York streets around him.",535,TEDYouth 2011,1321660800,23,Lemon Andersen,1354896173,"[{'id': 1, 'name': 'Beautiful', 'count': 170}, {'id': 9, 'name': 'Ingenious', 'count': 54}, {'id': 3, 'name': 'Courageous', 'count': 88}, {'id': 25, 'name': 'OK', 'count': 50}, {'id': 26, 'name': 'Obnoxious', 'count': 36}, {'id': 24, 'name': 'Persuasive', 'count': 41}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 23, 'name': 'Jaw-dropping', 'count': 73}, {'id': 10, 'name': 'Inspiring', 'count': 168}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 22, 'name': 'Fascinating', 'count': 104}, {'id': 7, 'name': 'Funny', 'count': 102}, {'id': 8, 'name': 'Informative', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 13}]","['TEDYouth', 'performance', 'poetry', 'spoken word']",Please don't take my Air Jordans,1120276
94,"Patenting a new drug helps finance its immense cost to develop -- but that same patent can put advanced treatments out of reach for sick people in developing nations, at deadly cost. Ellen 't Hoen talks about an elegant, working solution to the problem: the Medicines Patent Pool.",676,TEDxZurich 2012,1351123200,24,Ellen 't Hoen,1355156304,"[{'id': 8, 'name': 'Informative', 'count': 74}, {'id': 24, 'name': 'Persuasive', 'count': 42}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 10, 'name': 'Inspiring', 'count': 24}, {'id': 21, 'name': 'Unconvincing', 'count': 32}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 13}, {'id': 22, 'name': 'Fascinating', 'count': 8}, {'id': 3, 'name': 'Courageous', 'count': 4}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 0}]","['AIDS', 'Bioethics', 'HIV', 'TEDx', 'activism', 'business', 'collaboration', 'disease', 'health', 'health care', 'history', 'illness', 'invention', 'medical research', 'medicine', 'morality', 'open-source', 'pandemic', 'pharmaceuticals', 'public health', 'science', 'social change', 'society']","Pool medical patents, save lives",389194
107,"By the end of this talk, there will be 864 more hours of video on YouTube and 2.5 million more photos on Facebook and Instagram. So how do we sort through the deluge? At the TEDSalon in London, Markham Nolan shares the investigative techniques he and his team use to verify information in real-time, to let you know if that Statue of Liberty image has been doctored or if that video leaked from Syria is legitimate.",809,TEDSalon London Fall 2012,1352246400,25,Markham Nolan,1355241610,"[{'id': 7, 'name': 'Funny', 'count': 29}, {'id': 22, 'name': 'Fascinating', 'count': 207}, {'id': 8, 'name': 'Informative', 'count': 525}, {'id': 9, 'name': 'Ingenious', 'count': 111}, {'id': 23, 'name': 'Jaw-dropping', 'count': 35}, {'id': 10, 'name': 'Inspiring', 'count': 78}, {'id': 25, 'name': 'OK', 'count': 60}, {'id': 24, 'name': 'Persuasive', 'count': 117}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 1, 'name': 'Beautiful', 'count': 6}]","['Internet', 'culture', 'journalism', 'online video']",How to separate fact and fiction online,1229150
200,"Iranian-American comedian Maz Jobrani takes to the TEDxSummit stage in Doha, Qatar to take on serious issues in the Middle East -- like how many kisses to give when saying “Hi,” and what not to say on an American airplane.",431,TEDxSummit,1335052800,30,Maz Jobrani,1355328687,"[{'id': 10, 'name': 'Inspiring', 'count': 207}, {'id': 7, 'name': 'Funny', 'count': 2466}, {'id': 24, 'name': 'Persuasive', 'count': 60}, {'id': 8, 'name': 'Informative', 'count': 211}, {'id': 3, 'name': 'Courageous', 'count': 136}, {'id': 1, 'name': 'Beautiful', 'count': 147}, {'id': 22, 'name': 'Fascinating', 'count': 104}, {'id': 9, 'name': 'Ingenious', 'count': 93}, {'id': 23, 'name': 'Jaw-dropping', 'count': 40}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 25, 'name': 'OK', 'count': 135}, {'id': 26, 'name': 'Obnoxious', 'count': 23}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 24}]","['Middle East', 'TEDx', 'comedy', 'culture', 'entertainment', 'humor', 'performance']","A Saudi, an Indian and an Iranian walk into a Qatari bar ...",8105311
72,"A dung beetle has a brain the size of a grain of rice, and yet it shows a tremendous amount of intelligence when it comes to rolling its food source -- animal excrement -- home. How? It all comes down to a dance. ",1028,TEDxWitsUniversity,1345680000,23,Marcus Byrne,1355414450,"[{'id': 22, 'name': 'Fascinating', 'count': 252}, {'id': 23, 'name': 'Jaw-dropping', 'count': 35}, {'id': 1, 'name': 'Beautiful', 'count': 33}, {'id': 24, 'name': 'Persuasive', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 87}, {'id': 8, 'name': 'Informative', 'count': 209}, {'id': 10, 'name': 'Inspiring', 'count': 27}, {'id': 9, 'name': 'Ingenious', 'count': 48}, {'id': 25, 'name': 'OK', 'count': 20}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 3, 'name': 'Courageous', 'count': 1}, {'id': 11, 'name': 'Longwinded', 'count': 1}, {'id': 21, 'name': 'Unconvincing', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 0}]","['TEDx', 'animals', 'biodiversity', 'biology', 'ecology', 'insects', 'science', 'sight']",The dance of the dung beetle,1003863
112,"Explorer Ben Saunders wants you to go outside! Not because it’s always pleasant and happy, but because that’s where the meat of life is, “the juice that we can suck out of our hours and days.” Saunders’ next outdoor excursion? To try to be the first in the world to walk from the coast of Antarctica to the South Pole and back again.",637,TEDSalon London Fall 2012,1352246400,33,Ben Saunders,1355500841,"[{'id': 24, 'name': 'Persuasive', 'count': 142}, {'id': 10, 'name': 'Inspiring', 'count': 636}, {'id': 3, 'name': 'Courageous', 'count': 305}, {'id': 1, 'name': 'Beautiful', 'count': 91}, {'id': 22, 'name': 'Fascinating', 'count': 172}, {'id': 25, 'name': 'OK', 'count': 55}, {'id': 8, 'name': 'Informative', 'count': 47}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 23, 'name': 'Jaw-dropping', 'count': 23}, {'id': 7, 'name': 'Funny', 'count': 47}, {'id': 21, 'name': 'Unconvincing', 'count': 34}, {'id': 9, 'name': 'Ingenious', 'count': 6}]","['culture', 'extreme sports', 'personal growth', 'potential', 'sports', 'travel']",Why bother leaving the house?,1778739
82,"A decade ago, Robin Chase founded Zipcar in the US, now the largest car-sharing company in the world. Now she's exploring the next level of car-sharing: Buzzcar, a French startup that lets people rent their own cars to others. The details are fascinating (how does insurance work, exactly?), and the larger vision (she calls it Peers, Inc.) points to a new definition of ownership and entrepreneurship.",744,TEDGlobal 2012,1342224000,24,Robin Chase,1355760058,"[{'id': 24, 'name': 'Persuasive', 'count': 54}, {'id': 9, 'name': 'Ingenious', 'count': 74}, {'id': 22, 'name': 'Fascinating', 'count': 39}, {'id': 3, 'name': 'Courageous', 'count': 21}, {'id': 10, 'name': 'Inspiring', 'count': 116}, {'id': 8, 'name': 'Informative', 'count': 69}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 25, 'name': 'OK', 'count': 44}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 38}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 1}]","['business', 'collaboration', 'consumerism', 'transportation', 'women in business']","Excuse me, may I rent your car?",917877
183,"Brains are ubiquitous in modern marketing: Headlines proclaim cheese sandwiches help with decision-making, while a “neuro” drink claims to reduce stress. There’s just one problem, says neuroscientist Molly Crockett: The benefits of these ""neuro-enhancements"" are not proven scientifically. In this to-the-point talk, Crockett explains the limits of interpreting neuroscientific data, and why we should all be aware of them.",678,TEDSalon London Fall 2012,1352246400,28,Molly Crockett,1355847154,"[{'id': 24, 'name': 'Persuasive', 'count': 277}, {'id': 10, 'name': 'Inspiring', 'count': 73}, {'id': 7, 'name': 'Funny', 'count': 80}, {'id': 8, 'name': 'Informative', 'count': 585}, {'id': 22, 'name': 'Fascinating', 'count': 144}, {'id': 3, 'name': 'Courageous', 'count': 55}, {'id': 9, 'name': 'Ingenious', 'count': 23}, {'id': 25, 'name': 'OK', 'count': 87}, {'id': 1, 'name': 'Beautiful', 'count': 31}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 4}]","['Bioethics', 'advertising', 'behavioral economics', 'brain', 'cognitive science', 'consumerism', 'decision-making', 'health', 'journalism', 'marketing', 'media', 'medical research', 'mental health', 'mind', 'neuroscience', 'science', 'shopping']",Beware neuro-bunk,1200277
75,"A long time ago in New York City, Steve Addis stood on a corner holding his 1-year-old daughter in his arms; his wife snapped a photo. The image has inspired an annual father-daughter ritual, where Addis and his daughter pose for the same picture, on the same corner, each year. Addis shares 15 treasured photographs from the series, and explores why this small, repeated ritual means so much.",218,TED2012,1330473600,45,Steven Addis,1355914800,"[{'id': 1, 'name': 'Beautiful', 'count': 422}, {'id': 10, 'name': 'Inspiring', 'count': 292}, {'id': 3, 'name': 'Courageous', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 65}, {'id': 22, 'name': 'Fascinating', 'count': 54}, {'id': 9, 'name': 'Ingenious', 'count': 28}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 24, 'name': 'Persuasive', 'count': 34}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 23, 'name': 'Jaw-dropping', 'count': 9}, {'id': 8, 'name': 'Informative', 'count': 5}]","['children', 'parenting', 'photography']","A father-daughter bond, one photo at a time",1405909
215,"At the end of 2012, the US political system was headed for the ""fiscal cliff"" -- a budget impasse that could only be solved with bipartisan agreement. Adam Davidson, cohost of ""Planet Money,"" shares surprising data on how bipartisan we truly are -- and hints at the disconnect between representatives and the people they represent.",1188,TEDSalon NY2012,1355702400,20,Adam Davidson,1356019744,"[{'id': 24, 'name': 'Persuasive', 'count': 168}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 22, 'name': 'Fascinating', 'count': 41}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 8, 'name': 'Informative', 'count': 247}, {'id': 21, 'name': 'Unconvincing', 'count': 48}, {'id': 10, 'name': 'Inspiring', 'count': 59}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 11, 'name': 'Longwinded', 'count': 24}, {'id': 3, 'name': 'Courageous', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 1, 'name': 'Beautiful', 'count': 1}]","['economics', 'global issues', 'politics']",What we learned from teetering on the fiscal cliff,783528
810,"When war between Israel and Iran seemed imminent, Israeli graphic designer Ronny Edry shared a poster on Facebook of himself and his daughter with a bold message: ""Iranians ... we [heart] you."" Other Israelis quickly created their own posters with the same message -- and Iranians responded in kind. The simple act of communication inspired surprising Facebook communities like ""Israel loves Iran,"" ""Iran loves Israel"" and even ""Palestine loves Israel.""",897,TEDxJaffa 2012,1346889600,33,Ronny Edry,1356106082,"[{'id': 1, 'name': 'Beautiful', 'count': 661}, {'id': 23, 'name': 'Jaw-dropping', 'count': 151}, {'id': 3, 'name': 'Courageous', 'count': 577}, {'id': 10, 'name': 'Inspiring', 'count': 1067}, {'id': 8, 'name': 'Informative', 'count': 44}, {'id': 9, 'name': 'Ingenious', 'count': 122}, {'id': 22, 'name': 'Fascinating', 'count': 171}, {'id': 24, 'name': 'Persuasive', 'count': 125}, {'id': 7, 'name': 'Funny', 'count': 41}, {'id': 21, 'name': 'Unconvincing', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 25, 'name': 'OK', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 6}]","['Iran', 'Middle East', 'TEDx', 'design', 'global issues', 'peace']",Israel and Iran: A love story?,2033797
200,"Imagine you're a shipwrecked sailor adrift in the enormous Pacific. You can choose one of three directions and save yourself and your shipmates -- but each choice comes with a fearful consequence too. How do you choose? In telling the story of the whaleship Essex, novelist Karen Thompson Walker shows how fear propels imagination, as it forces us to imagine the possible futures and how to cope with them. ",690,TEDGlobal 2012,1340841600,30,Karen Thompson Walker,1357143205,"[{'id': 9, 'name': 'Ingenious', 'count': 113}, {'id': 8, 'name': 'Informative', 'count': 293}, {'id': 10, 'name': 'Inspiring', 'count': 533}, {'id': 2, 'name': 'Confusing', 'count': 29}, {'id': 24, 'name': 'Persuasive', 'count': 232}, {'id': 22, 'name': 'Fascinating', 'count': 299}, {'id': 11, 'name': 'Longwinded', 'count': 95}, {'id': 21, 'name': 'Unconvincing', 'count': 112}, {'id': 25, 'name': 'OK', 'count': 208}, {'id': 3, 'name': 'Courageous', 'count': 73}, {'id': 1, 'name': 'Beautiful', 'count': 118}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 29}, {'id': 7, 'name': 'Funny', 'count': 5}]","['creativity', 'death', 'entertainment', 'fear', 'storytelling']",What fear can teach us,1951290
311,"In a single year, there are 200-300 million cases of malaria and 50-100 million cases of dengue fever worldwide. So: Why haven't we found a way to effectively kill mosquitos yet? Hadyn Parry presents a fascinating solution: genetically engineering male mosquitos to make them sterile, and releasing the insects into the wild, to cut down on disease-carrying species.",837,TEDSalon London Fall 2012,1352246400,26,Hadyn Parry,1357229064,"[{'id': 9, 'name': 'Ingenious', 'count': 267}, {'id': 8, 'name': 'Informative', 'count': 234}, {'id': 22, 'name': 'Fascinating', 'count': 156}, {'id': 24, 'name': 'Persuasive', 'count': 66}, {'id': 23, 'name': 'Jaw-dropping', 'count': 31}, {'id': 10, 'name': 'Inspiring', 'count': 68}, {'id': 3, 'name': 'Courageous', 'count': 12}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 9}]","['DNA', 'animals', 'biomimicry', 'biotech', 'disease', 'ecology', 'engineering', 'genetics', 'global issues', 'health', 'illness', 'innovation', 'insects', 'pandemic', 'public health', 'science', 'synthetic biology', 'technology']",Re-engineering mosquitos to fight disease,943968
56,"It's been 110 years since Georges Méliès sent a spaceship slamming into the eye of the man on the moon. So how far have visual effects come since then? Working closely with the Academy of Motion Picture Arts and Sciences, Don Levy takes us on a visual journey through special effects, from the fakery of early technology to the seamless marvels of modern filmmaking.",414,TED2012,1330387200,28,Don Levy,1357315336,"[{'id': 10, 'name': 'Inspiring', 'count': 32}, {'id': 22, 'name': 'Fascinating', 'count': 94}, {'id': 8, 'name': 'Informative', 'count': 70}, {'id': 21, 'name': 'Unconvincing', 'count': 101}, {'id': 25, 'name': 'OK', 'count': 139}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 1, 'name': 'Beautiful', 'count': 57}, {'id': 24, 'name': 'Persuasive', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 19}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}, {'id': 3, 'name': 'Courageous', 'count': 3}]","['animation', 'film', 'history']",A cinematic journey through visual effects,724773
226,"If an asteroid were headed for Earth, we'd all band together and figure out how to stop it, just like in the movies, right? And yet, when faced with major, data-supported, end-of-the-world problems in real life, too often we retreat into partisan shouting and stalemate. Jonathan Haidt shows us a few of the very real asteroids headed our way -- some pet causes of the left wing, some of the right -- and suggests how both wings could work together productively to benefit humanity as a whole.",1201,TEDSalon NY2012,1355875200,23,Jonathan Haidt,1357574832,"[{'id': 10, 'name': 'Inspiring', 'count': 114}, {'id': 24, 'name': 'Persuasive', 'count': 228}, {'id': 3, 'name': 'Courageous', 'count': 37}, {'id': 21, 'name': 'Unconvincing', 'count': 62}, {'id': 8, 'name': 'Informative', 'count': 161}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 26}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 22, 'name': 'Fascinating', 'count': 42}, {'id': 26, 'name': 'Obnoxious', 'count': 25}, {'id': 11, 'name': 'Longwinded', 'count': 17}, {'id': 1, 'name': 'Beautiful', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}]","['global issues', 'politics', 'psychology', 'society']",How common threats can make common (political) ground,606994
197,"When Sue Austin got a power wheelchair, she felt a tremendous sense of freedom -- yet others looked at her as though she had lost something. In her art, she conveys the spirit of wonder she feels wheeling through the world. Includes thrilling footage of an underwater wheelchair that lets her explore ocean beds, drifting through schools of fish, floating free in 360 degrees. ",578,TEDxWomen 2012,1354320000,31,Sue Austin,1357660761,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 188}, {'id': 10, 'name': 'Inspiring', 'count': 589}, {'id': 3, 'name': 'Courageous', 'count': 283}, {'id': 22, 'name': 'Fascinating', 'count': 212}, {'id': 8, 'name': 'Informative', 'count': 30}, {'id': 9, 'name': 'Ingenious', 'count': 76}, {'id': 1, 'name': 'Beautiful', 'count': 341}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 14}, {'id': 24, 'name': 'Persuasive', 'count': 36}, {'id': 25, 'name': 'OK', 'count': 52}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 15}]","['TEDx', 'art', 'disability', 'oceans', 'performance art']",Deep sea diving ... in a wheelchair,2052286
